participantId,row_idx,ic_ev,ic_greedy,ic_p_1,ic_p_2,ic_p_3,ic_p_4,ic_p_5,ic_p_6,ic_p_7
203d405225__S173962148,2384,2.980055809020996,3,0.0001008268664008,0.1712543070316314,0.6773239374160767,0.1511314064264297,0.0001883693912532,1.1923247029699269e-06,1.7007597108431582e-08
203d405225__S173970901,2385,3.406729221343994,3,6.688714620395331e-06,0.0240507572889328,0.5473926663398743,0.4263098537921905,0.0022370689548552,2.968099124700529e-06,2.1288713014655517e-08
203d405225__S173970969,2386,3.2230594158172607,3,2.5149447537842207e-05,0.0749694555997848,0.6277115345001221,0.2965099513530731,0.0007823765045031,1.4188349268806633e-06,2.0238593023691465e-08
203dadb7f1__S173962574,2387,2.1529383659362797,2,0.1092414036393165,0.6286409497261047,0.2620565295219421,6.0419719375204295e-05,6.305363626779581e-07,1.0957078444562285e-07,1.1548675793449092e-08
203dadb7f1__S173964062,2388,2.6907615661621094,3,0.0017688897205516,0.3370907008647918,0.6297683119773865,0.0313543193042278,1.734158468025271e-05,3.952872020818177e-07,1.1569387226018081e-08
203dadb7f1__S173967444,2389,2.7593252658843994,3,0.0009568948880769,0.3200375437736511,0.5979087948799133,0.0809181556105613,0.0001770077651599,1.5314170696001383e-06,1.598177234996001e-08
203dadb7f1__S173968237,2390,2.037538528442383,2,0.2493720799684524,0.4658883810043335,0.2825755774974823,0.0021574913989752,5.692794729839079e-06,7.237576937768608e-07,2.8953950348409307e-08
203fb8c130__S173966310,2391,3.3172404766082764,3,2.852746092685265e-06,0.0246068984270095,0.6346202492713928,0.3396877646446228,0.0010811517713591,1.049466732183646e-06,9.079665019839922e-09
203fb8c130__S173968045,2392,2.7406039237976074,3,0.000357882498065,0.3056526780128479,0.6470667123794556,0.0468733571469783,4.843413262278773e-05,8.333552159456303e-07,1.6763602062042082e-08
203fb8c130__S173969643,2393,3.742352247238159,4,1.859905410128704e-06,0.0038105375133454,0.3027085065841675,0.6408339142799377,0.0526028499007225,4.233124855090864e-05,1.5596254954175492e-08
20405f799b__S173967096,2394,2.976991891860962,3,0.0002080579142784,0.2013533264398574,0.6202118992805481,0.1776936948299408,0.0005312944995239,1.690993940428598e-06,1.3320733849297994e-08
20405f799b__S173970367,2395,3.2728230953216557,3,5.158246040082304e-06,0.0368863455951213,0.6538260579109192,0.308845579624176,0.000436198170064,5.787391614830995e-07,7.75510944350799e-09
204ca144d2__S173962238,2396,3.3002588748931885,3,4.5801742089679465e-05,0.0828114971518516,0.5399987697601318,0.3711353838443756,0.0059988452121615,9.600567864254115e-06,3.5724170288631285e-08
204ca144d2__S173963106,2397,4.243332862854004,4,1.337405819867854e-06,7.30198880773969e-05,0.0663853511214256,0.6298467516899109,0.2975185513496399,0.0061748004518449,1.700320666486732e-07
204ca144d2__S173966952,2398,4.415001392364502,4,6.872983817629574e-07,2.2760194042348303e-05,0.0194385442882776,0.568077564239502,0.3904336094856262,0.0220267567783594,1.232258028949218e-07
2054cab4b6__S173962686,2399,2.464193344116211,3,0.0525360517203807,0.4398789703845978,0.4984481930732727,0.0091293975710868,6.901611868670443e-06,4.412052589941595e-07,1.6581045869656922e-08
2054cab4b6__S173964047,2400,3.519535541534424,4,5.951091225142591e-06,0.0156554523855447,0.457519382238388,0.518437385559082,0.0083797601982951,2.0566419607348507e-06,8.146431085265249e-09
2054cab4b6__S173965442,2401,2.79473090171814,3,9.708015568321572e-05,0.2553874254226684,0.694214940071106,0.050288762897253,1.1594570423767436e-05,1.9335776357820578e-07,7.043056360345191e-09
2054cab4b6__S173971045,2402,3.13965106010437,3,0.0014229286462068,0.1451426595449447,0.5740503668785095,0.2711621820926666,0.0081883883103728,3.346407174831256e-05,6.261329588141963e-08
2067264809__S173966478,2403,2.151806354522705,2,0.1675864905118942,0.5162027478218079,0.3130927979946136,0.0030694536399096,3.4098549804184586e-05,1.33531848405255e-05,1.096096070796193e-06
2067264809__S173970886,2404,2.1412441730499268,2,0.1007975190877914,0.6572823524475098,0.2418006807565689,0.0001180217514047,1.2316675110923825e-06,2.4252969410554215e-07,2.5562444605498058e-08
2067ce1b01__S173962129,2405,2.440310478210449,2,0.0495722144842147,0.4703280925750732,0.4703280925750732,0.0097613474354147,9.475274964643177e-06,7.777779842399468e-07,4.9721680994707647e-08
2067ce1b01__S173963130,2406,2.8213791847229004,3,0.0003111143887508,0.2496114522218704,0.6785141825675964,0.0715148672461509,4.771093881572597e-05,7.244523203553399e-07,1.7578313915578292e-08
2067ce1b01__S173970632,2407,2.7704720497131348,3,5.6433724239468575e-05,0.2605544328689575,0.7082602977752686,0.0311187859624624,9.806711204873864e-06,2.3795278991656235e-07,8.942563134439752e-09
20770dc9e9__S173960544,2408,2.610280513763428,3,0.0044257780537009,0.3983958661556244,0.579662561416626,0.0175042916089296,1.097040694730822e-05,5.130927434038313e-07,1.989476494657083e-08
20770dc9e9__S173969023,2409,3.644453763961792,4,1.996204218812636e-06,0.0040897843427956,0.3681506514549255,0.6069778203964233,0.0207696370780468,1.0137561730516609e-05,1.2635403834337922e-08
207aad4912__S173961337,2410,2.6397368907928467,3,0.0026373909786343,0.3914234936237335,0.5695178508758545,0.0364080555737018,1.3001248589716852e-05,2.78397692454746e-07,8.949079699505091e-09
207aad4912__S173962152,2411,2.619952917098999,3,0.0200142841786146,0.4019976556301117,0.5161752104759216,0.0616483390331268,0.0001626664161449,1.8070606984110784e-06,2.498327944522316e-08
207aad4912__S173965047,2412,3.635098218917847,4,3.483507498458493e-06,0.0097550442442297,0.3660553395748138,0.6035231947898865,0.0206514280289411,1.14219819806749e-05,3.2081999279398594e-08
207cccc1af__S173962657,2413,2.2909843921661377,2,0.0832719057798385,0.5430010557174683,0.3731988072395324,0.000527087424416,1.017518229673442e-06,1.3346934224500728e-07,1.0292050767191084e-08
207cccc1af__S173964370,2414,1.6941596269607544,1,0.4530456066131592,0.3998113572597503,0.1470823734998703,5.951617640675977e-05,9.323920835413446e-07,2.2146251410504195e-07,2.2623821038791906e-08
207cccc1af__S173965974,2415,2.670607566833496,3,0.0027645078953355,0.3620790541172027,0.5969674587249756,0.038162849843502,2.546023461036384e-05,6.373845735652139e-07,1.5465676739268023e-08
208c27a131__S173961480,2416,3.155498504638672,3,9.206878530676477e-06,0.0899897292256355,0.6649391651153564,0.2446174770593643,0.0004436122544575,7.557466119578748e-07,7.409078239817289e-09
208c27a131__S173961930,2417,3.11634373664856,3,1.86256456800038e-05,0.103729248046875,0.6763996481895447,0.219594806432724,0.0002571190998423,5.283688437884848e-07,9.677412649011783e-09
208c27a131__S173963213,2418,2.2435476779937744,2,0.1167577505111694,0.523271918296814,0.3596391677856445,0.0003279484517406,2.6654063276509987e-06,5.586995257544913e-07,4.175678114393122e-08
209f74e2c5__S173963694,2419,2.629200220108032,3,0.0023471207823604,0.3947250247001648,0.5743215084075928,0.0285937823355197,1.2316559150349349e-05,2.988524272495852e-07,7.251439004818394e-09
209f74e2c5__S173968851,2420,3.4156861305236816,3,1.0356472557759844e-05,0.0212181378155946,0.5472230315208435,0.4261777102947235,0.0053647859022021,5.900940323044779e-06,3.6202095543558244e-08
209f74e2c5__S173970600,2421,2.182358503341675,2,0.1611755341291427,0.496455579996109,0.3412086069583893,0.0011560326674953,3.6793985600525048e-06,5.642540941153129e-07,2.4028835809986052e-08
20ae1d7fec__S173962872,2422,3.067424297332764,3,8.478052768623456e-05,0.1439996212720871,0.6453614830970764,0.2095181941986084,0.0010328382486477,3.088130597461713e-06,2.84406986850172e-08
20ae1d7fec__S173963284,2423,2.2821691036224365,2,0.0930358320474624,0.5353842973709106,0.3679638803005218,0.0036073909141123,7.891135282989126e-06,6.89519765728619e-07,2.9363292242123865e-08
20ae1d7fec__S173964501,2424,3.45253849029541,3,2.2058359263610328e-06,0.0139203425496816,0.5223569869995117,0.4609784483909607,0.002741077914834,9.195292136610078e-07,6.595330503955665e-09
20ae1d7fec__S173970547,2425,2.7764272689819336,3,0.0001537880161777,0.2780552804470062,0.6670199036598206,0.0547523312270641,1.8367361917626116e-05,3.0630474157078424e-07,8.965020725781871e-09
20aed09d5c__S173964233,2426,4.902202129364014,5,1.457224925616174e-06,3.7582321965601295e-05,0.0151617918163537,0.3045327365398407,0.4430925250053406,0.2371703386306762,3.4957006391778123e-06
20aed09d5c__S173964292,2427,4.168214797973633,4,2.1803289200761355e-06,0.0004708199412561,0.1082258597016334,0.622796893119812,0.2596203684806824,0.0088837202638387,2.1588179777154442e-07
20b14e681e__S173962967,2428,3.12705135345459,3,1.9001254258910197e-05,0.1126459389925003,0.6482326984405518,0.238471508026123,0.0006292350590229,1.6603111134827486e-06,1.7876915947567795e-08
20b14e681e__S173963004,2429,2.863783597946167,3,5.188971044844948e-05,0.1752766072750091,0.7855352163314819,0.0391094945371151,2.6091784093296155e-05,7.401670245599234e-07,2.7816401626523657e-08
20b14e681e__S173963630,2430,4.062121868133545,4,1.1132385679957224e-06,0.0002403925755061,0.1325577050447464,0.6731835603713989,0.1928703337907791,0.0011468490120023,3.2582608611164694e-08
20b14e681e__S173964785,2431,3.360285520553589,3,6.959093752811896e-06,0.0364081971347332,0.5695200562477112,0.3914250433444977,0.0026374014560133,2.404998440397321e-06,1.8362390719062205e-08
20baa3df53__S173960568,2432,3.065049648284912,3,1.4826363440079147e-05,0.0995989516377449,0.7359422445297241,0.1642109155654907,0.0002319233608432,1.1432864539528964e-06,1.2310002794890806e-08
20baa3df53__S173962656,2433,3.1577277183532715,3,5.1226920732005965e-06,0.0532993897795677,0.735775351524353,0.2108031809329986,0.000116591938422,3.4860357800425845e-07,5.9980558297922926e-09
20baa3df53__S173970399,2434,3.4544320106506348,3,2.030471114267129e-05,0.0390794873237609,0.4760856330394745,0.4760856330394745,0.0087198130786418,9.010161193145905e-06,2.9587686967147423e-08
20bc42bb7a__S173960558,2435,2.4641146659851074,2,0.0051709450781345,0.5274507403373718,0.4654736220836639,0.0019022843334823,2.2273459308053134e-06,1.772065587601901e-07,1.0314658460686132e-08
20bc42bb7a__S173963976,2436,3.4307761192321777,3,2.6558641366136726e-06,0.0089711574837565,0.5550258755683899,0.4322546124458313,0.0037397351115942,5.98508177063195e-06,3.240378987356962e-08
20bc42bb7a__S173964624,2437,3.747759580612183,4,3.885194473696174e-06,0.0074776443652808,0.3179575502872467,0.5940228700637817,0.0803922489285469,0.0001457908656448,3.808910875591209e-08
20e53f0072__S173963957,2438,2.804800033569336,3,0.0009223206434398,0.3084740340709686,0.5763053297996521,0.1134812384843826,0.0008139450801536,3.1248705454345327e-06,1.7455382916864437e-08
20e53f0072__S173966629,2439,3.6570422649383545,4,4.972799160896102e-06,0.0108452560380101,0.3591455221176147,0.5921308994293213,0.0378536581993103,1.966780291695613e-05,1.9091405789595228e-08
20e63038cc__S173964119,2440,2.4350359439849854,2,0.0289308559149503,0.5128116607666016,0.452554702758789,0.0056968233548104,5.529867848963477e-06,4.005823086572491e-07,2.0576901960112082e-08
20e63038cc__S173964617,2441,3.1305434703826904,3,1.0586563803371972e-05,0.0757039561867713,0.7182591557502747,0.2057846933603286,0.0002409490989521,6.767764375581464e-07,9.653697397027372e-09
20e63038cc__S173965224,2442,3.342802762985229,3,3.0826170132058905e-06,0.0265896916389465,0.6051785945892334,0.3670593798160553,0.0011682695476338,9.401451279700268e-07,8.658436634334521e-09
20e843ad71__S173963793,2443,4.063908100128174,4,1.2594273357535712e-06,0.0005757405888289,0.1323436349630355,0.6720964908599854,0.1925588697195053,0.0024239583872258,4.8833296517614144e-08
20e843ad71__S173969523,2444,3.55759859085083,4,9.83755580818979e-06,0.037654485553503,0.4048238396644592,0.5198041200637817,0.037654485553503,5.318132389220409e-05,2.5957552551858495e-08
20e843ad71__S173970144,2445,2.794905662536621,3,0.0003205231041647,0.2737455368041992,0.6566814184188843,0.0692137107253074,3.828102126135491e-05,5.812665904159076e-07,1.0001245165369712e-08
20ea4cc190__S173964541,2446,4.340176582336426,4,7.038724447738787e-07,3.391447171452455e-05,0.0477551333606243,0.5817766189575195,0.3528653681278229,0.0175681319087743,1.620406351321435e-07
20ea4cc190__S173966156,2447,4.023177146911621,4,1.2938389772898518e-06,0.0004327298956923,0.1639986932277679,0.6486274003982544,0.1858348697423935,0.0011050145840272,4.159038624607092e-08
20ec7d1214__S173965614,2448,3.4165701866149902,3,3.171808884872007e-06,0.0188035704195499,0.5495209097862244,0.4279673099517822,0.003702642628923,2.470207164151361e-06,1.3373930407567514e-08
20ec7d1214__S173967950,2449,2.551727771759033,3,0.0083204293623566,0.4542800486087799,0.5147667527198792,0.0226172730326652,1.5089047337824011e-05,4.021095207917824e-07,9.4567091935005e-09
20ec7d1214__S173968198,2450,3.273395299911499,3,7.979965630511288e-06,0.0570643059909343,0.613499104976654,0.3283824324607849,0.0010451693087816,9.530710940452992e-07,5.667167624068271e-09
20f6ca59d9__S173964734,2451,2.1816978454589844,2,0.1612340062856674,0.4966357052326202,0.3413324058055877,0.0007948171114549,2.6928819352178834e-06,4.00261171762395e-07,2.5587842955587803e-08
20f6ca59d9__S173966030,2452,2.184995651245117,2,0.1609418988227844,0.4957359731197357,0.3407140076160431,0.0026013834867626,6.0575093812076375e-06,6.384568109751854e-07,3.0808912754309865e-08
20f6ca59d9__S173967281,2453,2.9228451251983643,3,7.005130464676768e-05,0.1961682438850402,0.6846944689750671,0.118982046842575,8.449800952803344e-05,7.310510454772157e-07,1.9481849022895403e-08
210d817c03__S173960179,2454,1.2727991342544556,1,0.7769390940666199,0.1733585447072982,0.049668051302433,3.3135896956082433e-05,9.39993071824574e-07,2.529957043861941e-07,2.5049967433687925e-08
210d817c03__S173962320,2455,2.336769819259644,2,0.0300474427640438,0.6035190224647522,0.3660528063774109,0.0003782414714805,2.1128396383574e-06,3.9083604974621277e-07,3.523494029877838e-08
210d817c03__S173965642,2456,1.1277676820755005,1,0.8833686113357544,0.1055033355951309,0.0111199701204895,7.897117939137388e-06,1.539692817686955e-07,4.144027343500056e-08,5.9700369092752226e-09
210d817c03__S173965868,2457,1.4207072257995603,1,0.6387954950332642,0.3017456233501434,0.0594172328710556,3.964003553846851e-05,1.4897220808052225e-06,4.009532972304442e-07,6.148817988105293e-08
21137f90d2__S173962387,2458,3.478747129440308,3,1.7938087694346905e-05,0.0304678175598382,0.476596862077713,0.476596862077713,0.0163082480430603,1.2328655429882929e-05,2.1670059524581123e-08
21137f90d2__S173969148,2459,2.729618549346924,3,0.0026529999449849,0.3066450953483581,0.6491676568984985,0.0414998978376388,3.339633985888213e-05,9.473812383475888e-07,2.8608434732291244e-08
212887d05b__S173961061,2460,3.000062704086304,3,1.803215855034068e-05,0.1289469897747039,0.7420387864112854,0.1289469897747039,4.901648935629055e-05,2.003191781341229e-07,4.42562742009045e-09
212887d05b__S173964563,2461,3.571669578552246,4,1.343857184110675e-05,0.0332107543945312,0.4045898020267486,0.5195035934448242,0.042643453925848,3.888579885824584e-05,1.9582460097922197e-08
212887d05b__S173968744,2462,3.5251712799072266,4,2.800422862492269e-06,0.0155960107222199,0.4557822346687317,0.5164689421653748,0.0121461860835552,3.8277244129858445e-06,8.913132454324568e-09
214b07f6da__S173963226,2463,3.440742015838623,3,3.833745267911581e-06,0.022727757692337,0.5172813534736633,0.4564991891384125,0.0034854144323617,2.475252131262096e-06,1.5185596780042946e-08
214b07f6da__S173968622,2464,3.42907190322876,3,1.0209430001850706e-05,0.0367102697491645,0.506769597530365,0.4472225904464721,0.0092818094417452,5.4647139222652186e-06,1.58364947822065e-08
214b07f6da__S173969988,2465,2.44458532333374,2,0.0178293902426958,0.5210511684417725,0.4598260521888733,0.0012915568659082,1.609789705980802e-06,1.6445038397705505e-07,1.1190988580267458e-08
214dfd9d27__S173963664,2466,3.653908014297485,4,2.2507367702928605e-06,0.0031692732591181,0.3663181960582733,0.6039565801620483,0.0265360008925199,1.7703416233416647e-05,3.3124159415365284e-08
214dfd9d27__S173965956,2467,3.7477078437805176,4,7.271367508110416e-07,0.001160213490948,0.2838948667049408,0.6810283660888672,0.0339064039289951,9.429652891412845e-06,1.0052934484860998e-08
214dfd9d27__S173966005,2468,3.0590696334838867,3,1.1917633855773602e-05,0.0907187238335609,0.7595785856246948,0.149569883942604,0.000120363823953,5.573951398218924e-07,1.0867474031783786e-08
2158833050__S173966149,2469,2.49991226196289,2,0.0005161462468095,0.4995136260986328,0.4995136260986328,0.0004554974730126,1.0606587466099882e-06,1.1534128674384193e-07,8.35529423426351e-09
2158833050__S173969318,2470,1.6121262311935425,1,0.4994793534278869,0.3889949321746826,0.1114489138126373,7.435281440848485e-05,1.9814353890978964e-06,4.421179937708075e-07,4.8078103276338886e-08
2158833050__S173970052,2471,2.287194013595581,2,0.0256549622863531,0.6616502404212952,0.3125414550304413,0.0001525499828858,7.064465989969904e-07,1.0177328846339152e-07,8.619246649743673e-09
215c62154e__S173960324,2472,3.711614608764648,4,4.797091605723836e-06,0.0098281875252723,0.3254649043083191,0.6080484390258789,0.0565573163330554,9.635215974412858e-05,4.558210164873344e-08
215c62154e__S173963524,2473,4.115336418151856,4,4.383242867334047e-06,0.0016611889004707,0.149535447359085,0.5914241671562195,0.2465422749519348,0.0108323115855455,2.050069980441549e-07
215c62154e__S173964119,2474,3.416264295578003,3,1.3793660400551744e-05,0.0465931557118892,0.5009236931800842,0.442063570022583,0.0103963389992713,9.480233529757244e-06,2.662802778274909e-08
215d8f5959__S173961362,2475,2.8633687496185303,3,0.0006009234348312,0.2580652236938476,0.6190662980079651,0.1219013705849647,0.0003644785028882,1.6878703945621965e-06,2.1921609416608593e-08
215d8f5959__S173965453,2476,3.3880879878997803,3,3.5789673802355537e-06,0.0155229410156607,0.5824940800666809,0.4003419578075409,0.0016361061716452,1.3166285270926892e-06,1.5569744604704283e-08
215d8f5959__S173966655,2477,2.736051559448242,3,0.0011751981219276,0.3258498609066009,0.6087676882743835,0.0641636401414871,4.280659049982205e-05,7.840300213501905e-07,2.155692868655024e-08
21659743ab__S173964732,2478,3.031029224395752,3,0.000199639776838,0.2056672275066375,0.5590614676475525,0.2330514788627624,0.0020162905566394,3.892356289725285e-06,1.6412116110586794e-08
21659743ab__S173966186,2479,3.418104410171509,3,4.049519702675752e-06,0.0211860500276088,0.5463954210281372,0.4255332052707672,0.006878103595227,3.1537688300886657e-06,9.728926109175973e-09
21659743ab__S173968422,2480,3.778588056564331,4,4.2998472054023296e-06,0.006860801950097,0.2917287051677704,0.6175896525382996,0.0835816711187362,0.0002347637200728,5.584526618918063e-08
21662adfd3__S173960454,2481,2.0890052318573,2,0.1931952387094497,0.5251590609550476,0.2810973823070526,0.0005426455754786,4.694804374594241e-06,9.244618013326544e-07,6.490739679065882e-08
21662adfd3__S173968027,2482,1.9689785242080688,2,0.2665739953517914,0.4980258047580719,0.2352507412433624,0.0001474379241699,1.6378872942368616e-06,4.141227520904067e-07,3.193371966858649e-08
21662adfd3__S173970826,2483,1.5935466289520264,1,0.5234033465385437,0.3597294986248016,0.1167870685458183,7.791414827806875e-05,1.7213478713529184e-06,4.218343860884488e-07,4.446102153110587e-08
2181ecefee__S173966210,2484,3.9817049503326416,4,7.060908160383406e-07,0.0001264046877622,0.1570765674114227,0.7039682865142822,0.1386195719242096,0.000208406112506,2.6535776243008516e-08
2181ecefee__S173967242,2485,3.028634548187256,3,0.0022778967395424,0.2050497382879257,0.5573829412460327,0.2323517650365829,0.0029248772189021,1.2724226507998536e-05,7.333316887070397e-08
2181ecefee__S173968182,2486,3.5243940353393555,4,3.365516477060737e-06,0.0176075212657451,0.4541039764881134,0.5145671963691711,0.0137127516791224,5.212613814364886e-06,1.2920778225122833e-08
218b686b9b__S173960611,2487,2.7693469524383545,3,0.0126813370734453,0.3270559906959533,0.5392241477966309,0.1203171759843826,0.0007154320483095,5.814685209770687e-06,5.88147059943367e-08
218b686b9b__S173961013,2488,4.000617980957031,4,7.85336624176125e-07,0.0001805227948352,0.1541770845651626,0.6909737586975098,0.1541770845651626,0.0004907118855044,3.0450806320914126e-08
218b686b9b__S173964593,2489,3.1008641719818115,3,9.47540029301308e-05,0.1511887162923813,0.5979629755020142,0.2492680549621582,0.0014822020893916,3.242303819206427e-06,2.2539952126976462e-08
2192bf5624__S173967573,2490,2.2501797676086426,2,0.0149441407993435,0.7200490236282349,0.2648912668228149,0.0001140999229392,1.1907395673915744e-06,2.2026466695024285e-07,1.646241543085125e-08
2192bf5624__S173968618,2491,2.498183250427246,2,0.0026132273487746,0.4979929625988006,0.4979929625988006,0.001398759894073,1.8558471310825557e-06,1.571729058014171e-07,9.738592154917567e-09
2192bf5624__S173970384,2492,3.0485050678253174,3,5.94598668612889e-06,0.0746239200234413,0.8022828102111816,0.1230340600013732,5.2995997975813225e-05,2.9603322104776453e-07,6.143973774186406e-09
21a4f3314f__S173964173,2493,2.822838544845581,3,2.3349528419203125e-05,0.2143952995538711,0.7483131289482117,0.0372563153505325,1.1740880836441647e-05,2.436742079225951e-07,6.493697579657009e-09
21a4f3314f__S173964669,2494,3.641133308410645,4,1.2883330100521562e-06,0.0018141079926863,0.3917382359504699,0.569975733757019,0.0364373289048671,3.322654447401874e-05,1.7263671381329004e-08
21a4f3314f__S173965584,2495,3.831708192825317,4,1.120332854043227e-06,0.00048112438526,0.265302449464798,0.6364275217056274,0.0975993275642395,0.0001884110242826,5.078652876022716e-08
21a4f3314f__S173966940,2496,3.276463508605957,3,2.611777927086223e-05,0.0569606684148311,0.6123849153518677,0.3277860581874847,0.0028359049465507,6.203516477398807e-06,3.8058391993445184e-08
21a701e6fd__S173960593,2497,3.756845951080322,4,1.0461957344887196e-06,0.0027522125747054,0.2807332873344421,0.6734442114830017,0.0430518463253974,1.7420721633243375e-05,1.316966002917752e-08
21a701e6fd__S173961880,2498,3.333279609680176,3,6.892414603498764e-06,0.0338746272027492,0.6004420518875122,0.3641865253448486,0.0014883471885696,1.537905518489424e-06,1.5077095127935536e-08
21a701e6fd__S173967876,2499,3.703345775604248,4,1.9163826436852105e-06,0.0023813894949853,0.3534295558929443,0.5827068090438843,0.0614168420433998,6.346188456518576e-05,2.6494699767454225e-08
21abc3ace2__S173962035,2500,3.8418045043945312,4,1.008438630378805e-06,0.0003821843711193,0.2107447981834411,0.7355716228485107,0.0532846301794052,1.5774634448462166e-05,2.159384671074349e-08
21abc3ace2__S173963938,2501,3.084841012954712,3,6.312884215731174e-05,0.1293371319770813,0.6568282246589661,0.2132408916950225,0.0005285713705234,2.0292734461691e-06,2.254319042549469e-08
21abc3ace2__S173966138,2502,4.128998756408691,4,3.13020478870385e-07,1.9365892512723804e-05,0.061452105641365,0.7486398816108704,0.1892857998609542,0.0006024552276358,3.403939885515683e-08
21adfc92b2__S173962646,2503,3.975017547607422,4,2.95287122753507e-06,0.0032382165081799,0.2003413587808609,0.6170948147773743,0.1768006235361099,0.0025219256058335,4.4836980350737576e-08
21adfc92b2__S173965363,2504,4.220507621765137,4,8.499654882143659e-07,7.187586015788838e-05,0.0613862052559852,0.6599639058113098,0.2751138806343078,0.0034631728194653,8.156870023867668e-08
21b6d7e53c__S173969554,2505,2.8794198036193848,3,0.0017091429326683,0.2536592781543731,0.6084969639778137,0.1357740312814712,0.0003582557837944,2.2676572370983195e-06,2.9451726391016564e-08
21b6d7e53c__S173970453,2506,2.978179216384888,3,0.0002468158781994,0.1860261559486389,0.6492950916290283,0.164167508482933,0.0002627341018524,1.7702885770631838e-06,2.1599017685502986e-08
21b6d7e53c__S173970760,2507,2.1964311599731445,2,0.1708971709012985,0.4645466208457947,0.3617892563343048,0.0027622950728982,4.152942892687861e-06,4.959982788932393e-07,2.393453790716649e-08
21b8c44710__S173961375,2508,3.5482306480407715,4,9.363843673781956e-06,0.0279132276773452,0.4366362988948822,0.4947737455368042,0.0406135022640228,5.3885203669779e-05,2.6301112399096386e-08
21b8c44710__S173962387,2509,3.671384811401367,4,4.621710104402155e-06,0.0107296360656619,0.3553167283535003,0.5858182311058044,0.0480868890881538,4.384956991998479e-05,2.0106037723621742e-08
21b8c44710__S173963463,2510,4.040261745452881,4,1.0054266113002086e-06,0.0001690867647994,0.1356606483459472,0.6889416575431824,0.174191728234291,0.0010357818100601,4.4175362035048245e-08
21b8c44710__S173970684,2511,3.353724479675293,3,5.393612809712067e-06,0.0410569533705711,0.5667737126350403,0.389537513256073,0.0026246830821037,1.75104958088923e-06,9.18866494004078e-09
21bd29328d__S173963248,2512,3.021941900253296,3,0.0001922370138345,0.1641816943883896,0.6493512392044067,0.1860422492027282,0.0002318820770597,6.933149165888608e-07,8.198771439538177e-09
21bd29328d__S173965578,2513,3.1065351963043213,3,1.1744913535949308e-05,0.0951700210571289,0.7032166123390198,0.2014749497175216,0.0001262697187485,4.018888546397648e-07,6.914879779884586e-09
21bd29328d__S173971059,2514,2.929288625717163,3,6.030950316926464e-05,0.1797800958156585,0.7110440731048584,0.1090421453118324,7.274714880622923e-05,5.55431370230508e-07,1.3904951856602564e-08
21ccc63274__S173963004,2515,2.624068021774292,3,0.0026677676942199,0.3959318399429321,0.576077401638031,0.0253110751509666,1.1605710824369451e-05,3.396795307253342e-07,1.1992153048367982e-08
21ccc63274__S173964740,2516,3.216832637786865,3,7.662586722290143e-05,0.1013600826263427,0.5832870602607727,0.3122110664844513,0.0030608095694333,4.322935637901537e-06,4.37258727004064e-08
21ccc63274__S173966491,2517,2.443971872329712,2,0.0441391542553901,0.474540650844574,0.474540650844574,0.0067689586430788,9.560141734255012e-06,9.465823040955e-07,3.557374483875719e-08
21e9fc25d5__S173961214,2518,2.835036516189575,3,0.0005808675778098,0.2826664745807647,0.5984048843383789,0.1178329065442085,0.0005126138566993,2.23004758481693e-06,2.3272633598026005e-08
21e9fc25d5__S173969663,2519,2.9790210723876958,3,0.0001593175838934,0.1859809607267379,0.6491373181343079,0.1641276180744171,0.0005919366376474,2.9180030196584994e-06,3.789824631894589e-08
21e9fc25d5__S173970341,2520,3.2303836345672607,3,3.235112308175303e-05,0.0905945003032684,0.5907503366470337,0.3162058889865875,0.0024142616894096,2.655541948115569e-06,2.370424212472244e-08
21ecefe57b__S173966925,2521,2.325617790222168,2,0.0792796090245246,0.5169679522514343,0.4026150405406952,0.001130862860009,5.574686838372145e-06,8.549059771212342e-07,6.192917823000245e-08
21ecefe57b__S173969237,2522,2.567814826965332,3,0.0069464859552681,0.4297638535499573,0.5518277287483215,0.0114528182893991,8.658064871269744e-06,4.310596466439165e-07,2.080090411027413e-08
21ecefe57b__S173969535,2523,2.4565412998199463,2,0.0108781578019261,0.5241389870643616,0.4625510573387146,0.0024272452574223,4.135102699365234e-06,3.727908222117549e-07,2.4588223013211064e-08
21f2a6f023__S173961546,2524,3.1426100730896,3,1.02036301541375e-05,0.0826808810234069,0.6922785043716431,0.2247499227523803,0.0002801271621137,3.716672267728427e-07,4.827114707950386e-09
21f2a6f023__S173961600,2525,3.3828680515289307,3,4.844024715566775e-06,0.0223648529499769,0.5767971873283386,0.3964265286922455,0.0044039003551006,2.7600422072282527e-06,1.2388284176267916e-08
21f2a6f023__S173967456,2526,3.900840759277344,4,6.723620344928349e-07,0.0002112498768838,0.1694887280464172,0.7595957517623901,0.0706534087657928,5.017624062020332e-05,1.7917841432790738e-08
21fc1c2299__S173960443,2527,2.955134630203247,3,0.000199629474082,0.2056565731763839,0.6334668397903442,0.1601655036211013,0.0005097716930322,1.7271332808377338e-06,1.9795768579911052e-08
21fc1c2299__S173965247,2528,2.6528990268707275,3,0.0335601717233657,0.360805869102478,0.5249693989753723,0.0805066674947738,0.000155414440087,2.512040282454109e-06,2.1064739286202894e-08
21fc1c2299__S173968110,2529,3.3409082889556885,3,8.775248716119677e-06,0.0520226806402206,0.5592965483665466,0.3843985199928283,0.0042702816426754,3.2282332540489733e-06,1.3611844096317329e-08
