participantId,IC_openai_initial,IC_openai
320e508da9__S173967154,2.0,2.0
3214f26655__S173965256,3.0,3.0
3214f26655__S173966984,2.0,2.0
3214f26655__S173969642,4.0,4.0
3221938fab__S173960411,3.1,3.1
3221938fab__S173961267,2.0,2.0
3221938fab__S173970486,3.8,3.8
3221dc0cbb__S173960686,3.0,3.0
3221dc0cbb__S173964178,4.0,4.0
32378bda06__S173960859,2.0,2.0
32378bda06__S173961616,2.5,2.5
32378bda06__S173964131,3.0,3.0
32378bda06__S173966461,3.0,3.0
3238213fb7__S173960245,2.0,2.0
3238213fb7__S173963805,1.0,1.0
3238213fb7__S173963999,2.0,2.0
3243651513__S173962186,3.4,3.4
3243651513__S173963973,3.0,3.0
3243651513__S173964677,3.0,3.0
3246f01cde__S173962162,4.0,4.0
3246f01cde__S173970489,3.3,3.3
3246f01cde__S173970583,4.0,4.0
324c5ce83a__S173962728,1.0,1.0
324c5ce83a__S173966590,3.0,3.0
324c5ce83a__S173969166,2.0,2.0
326d25bf7e__S173966648,3.0,3.0
326d25bf7e__S173966816,3.0,3.0
326d25bf7e__S173967597,3.0,3.0
3271e7395f__S173962424,3.4,3.4
3271e7395f__S173962495,3.0,3.0
3271e7395f__S173967069,3.0,3.0
3271e7395f__S173970680,5.0,5.0
32858176ed__S173964173,2.0,2.0
32858176ed__S173969028,2.4,2.4
3292a7f972__S173962587,2.0,2.0
3292a7f972__S173966030,2.0,2.0
3292a7f972__S173969693,1.3,1.3
329d4b6e03__S173965050,3.0,3.0
329d4b6e03__S173967572,4.5,4.5
329d4b6e03__S173968996,4.0,4.0
329e0c3998__S173960708,4.0,4.0
329e0c3998__S173966401,2.0,2.0
329e0c3998__S173969367,3.0,3.0
32a515f93f__S173966980,3.0,3.0
32a515f93f__S173968844,2.0,2.0
32a515f93f__S173969118,2.0,2.0
32b1d69991__S173960944,3.0,3.0
32b1d69991__S173966632,3.0,3.0
32b1d69991__S173968170,2.0,2.0
32b270000d__S173962190,2.0,2.0
32b270000d__S173962964,2.0,2.0
32b270000d__S173966210,2.0,2.0
32b41b15f0__S173962791,3.0,3.0
32b41b15f0__S173965737,2.0,2.0
32b41b15f0__S173967300,2.0,2.0
32b4b19937__S173965061,2.0,2.0
32b4b19937__S173967200,2.0,2.0
32bf4bc78c__S173960830,3.0,3.0
32bf4bc78c__S173964054,4.9,4.9
32bf4bc78c__S173967239,4.0,4.0
32cc8c8a96__S173965775,4.0,4.0
32cc8c8a96__S173965887,4.0,4.0
32cc8c8a96__S173968399,3.5,3.5
32d75375eb__S173960714,3.0,3.0
32d75375eb__S173964725,2.2,2.2
32d75375eb__S173968362,3.0,3.0
32da86093f__S173960220,2.0,2.0
32da86093f__S173962941,3.0,3.0
32da86093f__S173965805,2.0,2.0
32de194668__S173962979,5.0,5.0
32de194668__S173963132,5.0,5.0
32de194668__S173963469,3.0,3.0
32e30bd42b__S173961282,3.0,3.0
32e30bd42b__S173965427,3.0,3.0
32e30bd42b__S173968328,3.0,3.0
32e30bd42b__S173969568,3.0,3.0
32e983dfe8__S173962805,2.0,2.0
32e983dfe8__S173968845,3.0,3.0
32e983dfe8__S173970453,2.0,2.0
32f2361c9b__S173964624,5.0,5.0
32f2361c9b__S173965556,3.0,3.0
32f2361c9b__S173970148,5.0,5.0
3300e594af__S173965343,2.0,2.0
3300e594af__S173968562,3.0,3.0
3300e594af__S173970127,3.0,3.0
331662a3ec__S173962872,3.0,3.0
331662a3ec__S173968237,2.0,2.0
33169faed1__S173960256,2.0,2.0
33169faed1__S173966385,3.0,3.0
33169faed1__S173969178,3.0,3.0
3319fc1e30__S173962657,3.0,3.0
3319fc1e30__S173964370,2.0,2.0
3319fc1e30__S173965974,2.0,2.0
3320d6b9d0__S173962336,2.0,2.0
3320d6b9d0__S173964521,3.1,3.1
3320d6b9d0__S173966587,2.0,2.0
3321586d06__S173960171,2.0,2.0
3321586d06__S173960944,3.1,3.1
3321586d06__S173963780,4.0,4.0
3321b4bc10__S173964544,2.0,2.0
3321b4bc10__S173965088,2.0,2.0
3321b4bc10__S173965594,2.0,2.0
3340fe0953__S173963485,1.1,1.1
3340fe0953__S173964144,2.0,2.0
3340fe0953__S173965592,2.0,2.0
334b1db05e__S173965774,2.0,2.0
334b1db05e__S173967201,3.0,3.0
334b1db05e__S173967560,2.0,2.0
3367604886__S173964033,5.3,5.3
3367604886__S173964651,5.0,5.0
3367604886__S173965005,4.1,4.1
337206b86f__S173960923,3.0,3.0
337206b86f__S173969238,3.0,3.0
337206b86f__S173970161,2.0,2.0
33797bedfa__S173960341,3.0,3.0
33797bedfa__S173965147,3.0,3.0
33797bedfa__S173965676,3.0,3.0
338828b283__S173965642,2.0,2.0
338828b283__S173967585,3.0,3.0
338828b283__S173969194,3.0,3.0
33960436dd__S173962424,3.0,3.0
33960436dd__S173962495,2.0,2.0
33960436dd__S173967069,2.0,2.0
33960436dd__S173970680,2.0,2.0
339eacc946__S173968624,3.0,3.0
339eacc946__S173968998,2.0,2.0
339eacc946__S173969342,3.0,3.0
33a0c9e418__S173964210,3.0,3.0
33a0c9e418__S173969164,2.0,2.0
33a0c9e418__S173970760,2.3,2.3
33a2a73c1e__S173961969,2.0,2.0
33a2a73c1e__S173965962,2.0,2.0
33a2a73c1e__S173969169,2.0,2.0
33b257c479__S173966108,3.0,3.0
33b257c479__S173969553,2.0,2.0
33b257c479__S173971064,4.0,4.0
33b9d79053__S173965766,2.0,2.0
33b9d79053__S173970941,2.0,2.0
33c21f1831__S173963312,2.8,2.8
33c21f1831__S173965643,1.5,1.5
33c21f1831__S173971045,2.0,2.0
33ce6bf133__S173960993,3.5,3.5
33ce6bf133__S173963971,3.0,3.0
33ce6bf133__S173964541,5.0,5.0
33d2cc92f1__S173962829,3.0,3.0
33d2cc92f1__S173965088,3.0,3.0
33d2cc92f1__S173970760,4.0,4.0
33d3ad4f9c__S173961108,2.0,2.0
33d3ad4f9c__S173963365,2.0,2.0
33d3ad4f9c__S173969628,3.0,3.0
33d87ffb7b__S173960324,2.0,2.0
33d87ffb7b__S173964833,3.0,3.0
33eace9dfe__S173966317,3.0,3.0
33eace9dfe__S173967225,3.0,3.0
33eace9dfe__S173969568,2.0,2.0
33efac6a35__S173960565,2.0,2.0
33efac6a35__S173964794,2.0,2.0
33efac6a35__S173968981,2.0,2.0
33f51b383c__S173961792,3.0,3.0
33f51b383c__S173963190,2.0,2.0
33f51b383c__S173964407,3.0,3.0
340a57d0e2__S173960213,3.0,3.0
340a57d0e2__S173969793,2.0,2.0
340a57d0e2__S173971005,3.0,3.0
3416b9117c__S173964702,1.5,1.5
3416b9117c__S173965024,2.0,2.0
3416b9117c__S173970108,2.0,2.0
34178813e9__S173965766,4.0,4.0
34178813e9__S173966711,1.0,1.0
341b94a305__S173960439,3.9,3.9
341b94a305__S173961389,5.0,5.0
341b94a305__S173965699,2.0,2.0
342a7e7829__S173962646,2.2,2.2
342a7e7829__S173964676,3.0,3.0
342a7e7829__S173968763,3.0,3.0
343e4019f3__S173960604,3.0,3.0
343e4019f3__S173965437,2.0,2.0
343e4019f3__S173967611,2.0,2.0
343e4019f3__S173969998,3.0,3.0
344b9f7ee0__S173966847,2.0,2.0
344b9f7ee0__S173968485,2.0,2.0
344b9f7ee0__S173971028,2.0,2.0
345270402e__S173960976,2.0,2.0
345270402e__S173964342,3.0,3.0
345270402e__S173966736,1.0,1.0
3465425c5e__S173963668,2.0,2.0
3465425c5e__S173963735,2.0,2.0
3465425c5e__S173965390,3.0,3.0
34671458e6__S173964943,4.0,4.0
34671458e6__S173967352,4.0,4.0
34671458e6__S173968722,5.0,5.0
34718a64bc__S173964395,4.0,4.0
34718a64bc__S173968418,3.0,3.0
34718a64bc__S173969972,3.9,3.9
34718a64bc__S173970995,2.0,2.0
347e56b5b4__S173966322,3.0,3.0
347e56b5b4__S173969060,3.0,3.0
347e56b5b4__S173970899,4.8,4.8
347f9e9071__S173962872,4.0,4.0
347f9e9071__S173968237,2.0,2.0
347f9e9071__S173970491,2.0,2.0
349720861f__S173962226,3.1,3.1
349720861f__S173968729,4.3,4.3
349720861f__S173969841,2.0,2.0
349b794569__S173960539,2.0,2.0
349b794569__S173970061,3.0,3.0
349b794569__S173970812,3.0,3.0
349d4057c9__S173962350,4.8,4.8
349d4057c9__S173962785,3.0,3.0
349d4057c9__S173966294,3.0,3.0
34a2d1a75c__S173962739,2.0,2.0
34a2d1a75c__S173970084,2.0,2.0
34a2d1a75c__S173970362,2.0,2.0
34b1d7e9cc__S173960300,4.0,4.0
34b1d7e9cc__S173965762,2.0,2.0
34b1d7e9cc__S173968195,4.0,4.0
34c76413fa__S173964610,2.0,2.0
34c76413fa__S173968027,3.0,3.0
34c76413fa__S173970547,3.0,3.0
34cd62e21b__S173960234,3.0,3.0
34cd62e21b__S173962796,2.0,2.0
34cd62e21b__S173963704,4.6,4.6
34e800c493__S173960400,2.0,2.0
34e800c493__S173964047,2.0,2.0
34e800c493__S173966113,2.0,2.0
34e800c493__S173966293,2.0,2.0
34f7433810__S173961749,2.0,2.0
34f7433810__S173963995,1.1,1.1
34f7433810__S173967153,2.0,2.0
34fbfec3ff__S173962152,2.0,2.0
34fbfec3ff__S173965562,2.0,2.0
34fbfec3ff__S173969628,2.0,2.0
34fc401115__S173960643,4.0,4.0
34fc401115__S173963738,2.0,2.0
34fc401115__S173967298,3.0,3.0
350a7165a3__S173962755,2.0,2.0
350a7165a3__S173969137,2.0,2.0
350a7165a3__S173970975,2.0,2.0
351befb5e1__S173964669,3.0,3.0
351befb5e1__S173967711,3.0,3.0
351befb5e1__S173968236,2.0,2.0
351e616357__S173961896,2.0,2.0
351e616357__S173964564,2.4,2.4
351e616357__S173965460,2.0,2.0
3522687008__S173962405,3.0,3.0
3522687008__S173967879,2.0,2.0
3522687008__S173968514,2.0,2.0
353e610a5f__S173960558,2.0,2.0
353e610a5f__S173960982,2.0,2.0
353e610a5f__S173968544,2.5,2.5
35444b456b__S173968544,2.7,2.7
35444b456b__S173968787,2.0,2.0
35444b456b__S173969164,2.9,2.9
3546736e76__S173960977,4.0,4.0
3546736e76__S173963888,2.0,2.0
3546736e76__S173963933,3.4,3.4
3551da32d7__S173961230,2.0,2.0
3551da32d7__S173965199,2.0,2.0
3551da32d7__S173970127,2.0,2.0
355a568365__S173961515,2.0,2.0
355a568365__S173963284,3.0,3.0
355a568365__S173968721,4.3,4.3
3560f0f5a8__S173960276,2.3,2.3
3560f0f5a8__S173962862,2.9,2.9
3560f0f5a8__S173968407,2.0,2.0
3560f0f5a8__S173969427,4.0,4.0
3569f3f90c__S173962387,3.0,3.0
3569f3f90c__S173968652,3.0,3.0
3569f3f90c__S173969148,3.0,3.0
356a834719__S173965050,2.0,2.0
356a834719__S173967572,1.0,1.0
356a834719__S173968996,2.0,2.0
356ca98c1f__S173964399,2.0,2.0
356ca98c1f__S173965361,2.0,2.0
356ca98c1f__S173970152,4.2,4.2
356dfd5aa5__S173961929,2.0,2.0
356dfd5aa5__S173963409,2.0,2.0
356dfd5aa5__S173970172,2.0,2.0
35a875f9b5__S173960378,2.0,2.0
35a875f9b5__S173961439,2.0,2.0
35a875f9b5__S173967025,3.0,3.0
35b209ee9e__S173960185,3.0,3.0
35b209ee9e__S173964563,2.0,2.0
35b209ee9e__S173969553,3.0,3.0
35b635ce81__S173965752,5.0,5.0
35b635ce81__S173966805,5.0,5.0
35b635ce81__S173970684,3.0,3.0
35c7d13b2f__S173960285,2.0,2.0
35c7d13b2f__S173961794,3.0,3.0
35c7d13b2f__S173968104,2.0,2.0
35c963ac2f__S173965593,3.0,3.0
35c963ac2f__S173965766,3.0,3.0
35c963ac2f__S173969815,2.0,2.0
35dd207fba__S173960705,3.4,3.4
35dd207fba__S173962115,2.0,2.0
35dd207fba__S173965593,3.0,3.0
35dd82df11__S173964829,2.0,2.0
35dd82df11__S173968562,2.0,2.0
35dd82df11__S173970404,2.1,2.1
35e2df4a43__S173963942,3.0,3.0
35e2df4a43__S173965459,2.0,2.0
35e2df4a43__S173967960,3.0,3.0
35e2df4a43__S173970453,3.0,3.0
360ba16398__S173965766,4.0,4.0
360ba16398__S173966711,2.9,2.9
360ba16398__S173970941,5.0,5.0
3614de8629__S173960558,3.0,3.0
3614de8629__S173968790,3.6,3.6
3614de8629__S173970367,2.0,2.0
361e0af4f3__S173961151,2.0,2.0
361e0af4f3__S173963418,3.0,3.0
361e0af4f3__S173964494,2.0,2.0
3620cfc70d__S173964119,2.0,2.0
3620cfc70d__S173966656,2.0,2.0
3620cfc70d__S173969554,4.0,4.0
362273f36b__S173962527,3.7,3.7
362273f36b__S173962686,2.0,2.0
362273f36b__S173969553,4.0,4.0
362ca1d2a8__S173970512,3.0,3.0
3650b89c91__S173962604,1.0,1.0
3650b89c91__S173964506,2.0,2.0
3650b89c91__S173968783,2.0,2.0
365abf2ad9__S173964033,2.9,2.9
365abf2ad9__S173964651,4.2,4.2
365abf2ad9__S173965005,3.0,3.0
366b264f72__S173967910,3.0,3.0
366b264f72__S173968388,3.0,3.0
366b264f72__S173968979,2.0,2.0
36836fa3e0__S173965114,4.0,4.0
36836fa3e0__S173966908,3.0,3.0
368a35e182__S173963281,2.0,2.0
368a35e182__S173965978,2.0,2.0
368a35e182__S173968412,2.0,2.0
368dc100cb__S173965005,3.0,3.0
368dc100cb__S173967739,2.0,2.0
368dc100cb__S173969623,3.0,3.0
368dc100cb__S173970074,4.0,4.0
368f9871af__S173964181,5.0,5.0
368f9871af__S173964210,4.1,4.1
368f9871af__S173964233,2.0,2.0
3690677aaa__S173960290,3.0,3.0
3690677aaa__S173964089,2.0,2.0
3690677aaa__S173969540,3.0,3.0
36b280a051__S173962753,1.0,1.0
36b280a051__S173967057,2.6,2.6
36b280a051__S173967283,3.0,3.0
36b2dd8051__S173962376,2.0,2.0
36b2dd8051__S173970028,4.0,4.0
36b2dd8051__S173970811,3.5,3.5
36b5644b55__S173962561,2.0,2.0
36b5644b55__S173971024,3.0,3.0
36b75e2f5d__S173963033,2.0,2.0
36b75e2f5d__S173967300,4.7,4.7
36b75e2f5d__S173968661,3.0,3.0
36c1446526__S173965775,2.0,2.0
36c1446526__S173965887,2.0,2.0
36c1446526__S173968399,1.6,1.6
36c32e4446__S173961529,3.6,3.6
36c32e4446__S173963731,2.0,2.0
36c32e4446__S173965005,3.0,3.0
36ccf7959a__S173964033,3.0,3.0
36ccf7959a__S173964651,3.0,3.0
36ccf7959a__S173965005,2.0,2.0
36d5ca027a__S173960802,2.0,2.0
36d5ca027a__S173965297,3.0,3.0
36d5ca027a__S173966426,2.0,2.0
36d62a94ae__S173961486,2.0,2.0
36d62a94ae__S173965298,2.0,2.0
36d62a94ae__S173969028,3.0,3.0
370d926681__S173961151,5.0,5.0
370d926681__S173963418,3.0,3.0
370d926681__S173964494,2.0,2.0
3719f920b4__S173963678,3.0,3.0
3719f920b4__S173963755,3.0,3.0
3719f920b4__S173969976,2.1,2.1
371a74f536__S173960501,2.0,2.0
371a74f536__S173961476,2.0,2.0
371a74f536__S173963134,2.0,2.0
371baf64c8__S173966671,3.8,3.8
371baf64c8__S173966736,2.0,2.0
371baf64c8__S173970410,4.0,4.0
372d1c5fd4__S173962001,2.0,2.0
372d1c5fd4__S173962152,2.0,2.0
372d1c5fd4__S173968789,1.0,1.0
373647ab18__S173960982,2.6,2.6
373647ab18__S173964610,3.0,3.0
373647ab18__S173969496,3.9,3.9
37499c6ff0__S173966648,2.0,2.0
37499c6ff0__S173966816,3.0,3.0
37499c6ff0__S173967597,2.0,2.0
374ca63608__S173960501,2.0,2.0
374ca63608__S173964593,2.0,2.0
374ca63608__S173970350,3.0,3.0
374e1cedff__S173960558,2.2,2.2
374e1cedff__S173960982,3.0,3.0
374e1cedff__S173968544,4.0,4.0
37506d2dbf__S173964999,2.0,2.0
37506d2dbf__S173968867,3.0,3.0
37506d2dbf__S173969053,1.0,1.0
375aba68af__S173960611,2.1,2.1
375aba68af__S173963670,2.0,2.0
377ba16e09__S173960859,3.3,3.3
377ba16e09__S173961616,4.8,4.8
377ba16e09__S173964131,5.0,5.0
37954ec796__S173962646,2.0,2.0
37954ec796__S173966149,3.6,3.6
37a0f0fc30__S173969675,3.0,3.0
37a30cf4a5__S173970205,4.0,4.0
37a30cf4a5__S173971024,2.2,2.2
37a522e500__S173965209,4.0,4.0
37a522e500__S173967262,3.0,3.0
37b20852e6__S173960539,2.0,2.0
37b20852e6__S173970812,3.0,3.0
37cd31c270__S173965109,2.0,2.0
37cd31c270__S173967278,2.0,2.0
37cd31c270__S173969206,2.0,2.0
37ce39c17e__S173962527,2.0,2.0
37ce39c17e__S173962864,1.0,1.0
37ce39c17e__S173966905,2.0,2.0
37e8afb6d1__S173962561,3.0,3.0
37e8afb6d1__S173965592,2.0,2.0
37e8afb6d1__S173970148,2.0,2.0
37f00e12ed__S173965766,3.0,3.0
37f00e12ed__S173966711,5.0,5.0
37f00e12ed__S173970941,2.0,2.0
380a1f416e__S173962371,3.0,3.0
380a1f416e__S173967505,2.0,2.0
380a1f416e__S173970773,2.0,2.0
38236a7f7e__S173962001,3.0,3.0
38236a7f7e__S173964151,2.9,2.9
38236a7f7e__S173964507,2.0,2.0
38236a7f7e__S173969207,2.0,2.0
3844d058e4__S173966071,2.0,2.0
3844d058e4__S173966151,2.0,2.0
3844d058e4__S173967280,3.0,3.0
385fe779e6__S173961659,3.0,3.0
385fe779e6__S173963520,3.0,3.0
385fe779e6__S173968388,2.0,2.0
3866c1bbde__S173960341,3.0,3.0
3866c1bbde__S173964485,2.0,2.0
386ae09d28__S173963291,3.0,3.0
386ae09d28__S173965055,3.0,3.0
386ae09d28__S173967133,3.0,3.0
38829bd7ab__S173964047,2.0,2.0
38829bd7ab__S173964541,2.6,2.6
38829bd7ab__S173966502,3.0,3.0
3885528ff2__S173965549,3.0,3.0
3885528ff2__S173968655,2.0,2.0
3885528ff2__S173969067,3.0,3.0
3896284a9a__S173960181,2.0,2.0
3896284a9a__S173964433,1.8,1.8
3896284a9a__S173965930,1.7,1.7
38a224bffd__S173962186,2.0,2.0
38a224bffd__S173963973,2.0,2.0
38a224bffd__S173964677,1.5,1.5
38a8089f69__S173961435,2.0,2.0
38a8089f69__S173963248,4.0,4.0
38a8089f69__S173969478,2.5,2.5
38bb179ef9__S173969460,3.0,3.0
38bb179ef9__S173969568,2.0,2.0
38d302a5eb__S173961602,2.0,2.0
38d302a5eb__S173961630,3.0,3.0
38d302a5eb__S173965390,3.0,3.0
38d723542f__S173962387,4.4,4.4
38d723542f__S173962495,4.0,4.0
38d723542f__S173964507,3.9,3.9
38d95438be__S173960501,2.0,2.0
38d95438be__S173962935,2.0,2.0
38d95438be__S173967876,3.0,3.0
38efedcba9__S173960966,2.0,2.0
38efedcba9__S173969753,2.0,2.0
38efedcba9__S173969884,2.0,2.0
38f5f6d074__S173961790,2.0,2.0
38f5f6d074__S173967528,2.0,2.0
38f5f6d074__S173971062,3.0,3.0
3918f3a582__S173968544,5.0,5.0
3918f3a582__S173970127,4.0,4.0
392a951b12__S173963034,3.0,3.0
392a951b12__S173966066,2.0,2.0
392a951b12__S173969577,3.0,3.0
3937d83e2c__S173961480,2.0,2.0
3937d83e2c__S173961930,2.0,2.0
3937d83e2c__S173963213,3.0,3.0
393bb76f67__S173960239,3.0,3.0
393bb76f67__S173960419,2.0,2.0
393bb76f67__S173964131,4.0,4.0
393bb76f67__S173966317,3.0,3.0
3948560e92__S173960802,2.2,2.2
3948560e92__S173965297,3.5,3.5
3948560e92__S173966426,2.0,2.0
3952a878b3__S173965005,3.0,3.0
3952a878b3__S173965147,2.0,2.0
3952a878b3__S173965868,2.0,2.0
3956a61baf__S173963019,3.0,3.0
3956a61baf__S173965220,2.0,2.0
3956a61baf__S173965929,2.1,2.1
3962c88a6e__S173962290,2.3,2.3
3962c88a6e__S173963237,2.0,2.0
3962c88a6e__S173969409,2.0,2.0
39681fa954__S173963229,2.0,2.0
39681fa954__S173966030,2.0,2.0
39681fa954__S173966511,2.0,2.0
396c236a0a__S173963793,2.0,2.0
396c236a0a__S173964249,3.0,3.0
396c236a0a__S173968078,3.0,3.0
397d5f063f__S173964430,5.0,5.0
397d5f063f__S173964507,3.0,3.0
397d5f063f__S173967778,3.0,3.0
397d5f063f__S173970903,3.3,3.3
39822f442d__S173965766,2.0,2.0
39822f442d__S173970941,1.4,1.4
3992deee25__S173961177,2.0,2.0
3992deee25__S173964541,2.0,2.0
3992deee25__S173970680,2.0,2.0
399328b0f7__S173963609,3.0,3.0
399328b0f7__S173964648,2.0,2.0
399328b0f7__S173965371,3.0,3.0
3998d5d0fd__S173962728,3.0,3.0
3998d5d0fd__S173966590,2.0,2.0
3998d5d0fd__S173969166,3.0,3.0
399ce0f281__S173960757,2.0,2.0
399ce0f281__S173961757,2.0,2.0
399ce0f281__S173965347,2.0,2.0
39b02dbe30__S173968161,3.0,3.0
39b02dbe30__S173970751,3.0,3.0
39b2450ad1__S173963921,4.0,4.0
39b2450ad1__S173967393,3.0,3.0
39b2450ad1__S173969800,3.0,3.0
39b56e95fb__S173961042,2.0,2.0
39b56e95fb__S173963839,2.3,2.3
39bf554c4d__S173960956,2.0,2.0
39bf554c4d__S173968704,2.0,2.0
39bf554c4d__S173970003,3.0,3.0
39c37dd376__S173961282,2.0,2.0
39c37dd376__S173965427,3.7,3.7
39c37dd376__S173968328,2.0,2.0
39c37dd376__S173969568,4.0,4.0
39d84f4515__S173967722,1.4,1.4
39d84f4515__S173967933,1.4,1.4
39d84f4515__S173968108,2.0,2.0
39e67334d4__S173960582,3.0,3.0
39e67334d4__S173968151,2.0,2.0
39e67334d4__S173970184,3.0,3.0
39effb84b7__S173964162,3.0,3.0
39effb84b7__S173966367,2.0,2.0
39effb84b7__S173967516,2.0,2.0
39f7ddb257__S173960532,1.8,1.8
39f7ddb257__S173964036,2.0,2.0
39f7ddb257__S173968646,2.0,2.0
39f7ddb257__S173969478,3.0,3.0
39f7e01bed__S173962696,4.0,4.0
39f7e01bed__S173963767,3.0,3.0
39f7e01bed__S173964226,2.7,2.7
39fabcc825__S173961177,3.0,3.0
39fabcc825__S173964541,3.0,3.0
39fabcc825__S173970680,4.1,4.1
3a12a42b44__S173960974,3.0,3.0
3a12a42b44__S173967004,3.0,3.0
3a12a42b44__S173969111,3.0,3.0
3a2d3f1a70__S173960482,3.0,3.0
3a2e2bfca0__S173961880,2.0,2.0
3a2e2bfca0__S173961933,3.0,3.0
3a2e2bfca0__S173968418,2.0,2.0
3a49ac9e51__S173963822,4.0,4.0
3a49ac9e51__S173964507,4.0,4.0
3a49ac9e51__S173967540,2.0,2.0
3a53867876__S173960897,2.0,2.0
3a53867876__S173963729,2.0,2.0
3a53867876__S173964272,2.0,2.0
3a5a52dd37__S173960501,3.2,3.2
3a5a52dd37__S173966366,3.0,3.0
3a5a52dd37__S173967034,3.0,3.0
3a5a52dd37__S173967479,3.0,3.0
3a5d4fd09e__S173961170,2.2,2.2
3a5d4fd09e__S173969595,2.0,2.0
3a5d4fd09e__S173970717,3.0,3.0
3a69621707__S173961493,3.0,3.0
3a69621707__S173965326,1.7,1.7
3a69621707__S173970236,3.0,3.0
3a69b543f5__S173966999,2.0,2.0
3a69b543f5__S173969025,3.0,3.0
3a69b543f5__S173970751,2.0,2.0
3a7c937b06__S173963365,2.0,2.0
3a7c937b06__S173964210,2.0,2.0
3a7c937b06__S173964541,2.0,2.0
3a7c937b06__S173965193,2.0,2.0
3a8db5f760__S173962126,2.0,2.0
3a8db5f760__S173962665,3.0,3.0
3a8db5f760__S173969006,3.0,3.0
3a97474945__S173960310,2.0,2.0
3a97474945__S173960453,2.0,2.0
3a97474945__S173970696,3.0,3.0
3aa190e247__S173968236,3.0,3.0
3aa190e247__S173970225,3.0,3.0
3aa190e247__S173970469,2.0,2.0
3adcd6fe84__S173960324,2.0,2.0
3adcd6fe84__S173963524,3.0,3.0
3adcd6fe84__S173964119,2.0,2.0
3ae7f2475a__S173968388,4.0,4.0
3ae7f2475a__S173969682,3.0,3.0
3ae8e00eab__S173962643,5.0,5.0
3ae8e00eab__S173967147,5.0,5.0
3ae8e00eab__S173969137,4.0,4.0
3ae9771506__S173963251,2.5,2.5
3ae9771506__S173964544,2.0,2.0
3ae9771506__S173969507,2.0,2.0
3ae9b22132__S173960982,2.0,2.0
3ae9b22132__S173964485,2.0,2.0
3ae9b22132__S173964506,3.0,3.0
3aef345239__S173961177,3.0,3.0
3aef345239__S173964541,5.0,5.0
3aef345239__S173970680,4.0,4.0
3af9bedfc7__S173964430,3.0,3.0
3af9bedfc7__S173964507,2.0,2.0
3af9bedfc7__S173967778,3.0,3.0
3af9bedfc7__S173970903,2.1,2.1
3afabb4cd9__S173961790,2.0,2.0
3afabb4cd9__S173967528,3.0,3.0
3afabb4cd9__S173971062,3.0,3.0
3b146f3627__S173960726,2.0,2.0
3b146f3627__S173963024,3.0,3.0
3b1abfadee__S173961437,2.0,2.0
3b1abfadee__S173964617,2.0,2.0
3b1abfadee__S173968442,2.0,2.0
3b1abfadee__S173969496,2.2,2.2
3b2f795030__S173964033,2.3,2.3
3b2f795030__S173964651,3.9,3.9
3b2f795030__S173965005,3.0,3.0
3b3902481d__S173962805,2.0,2.0
3b3902481d__S173968845,2.0,2.0
3b3902481d__S173970453,2.0,2.0
3b3948873e__S173963244,5.0,5.0
3b3948873e__S173964225,3.0,3.0
3b3948873e__S173964968,4.0,4.0
3b43aecc1a__S173962320,2.0,2.0
3b43aecc1a__S173964506,3.0,3.0
3b43aecc1a__S173965614,4.1,4.1
3b51288e20__S173960882,3.0,3.0
3b51288e20__S173961007,3.0,3.0
3b51288e20__S173964468,2.0,2.0
3b55076d2f__S173962973,2.0,2.0
3b55076d2f__S173963045,2.0,2.0
3b55076d2f__S173966776,2.0,2.0
3b6a840d34__S173969194,2.0,2.0
3b6a840d34__S173970073,2.5,2.5
3b6a840d34__S173970181,2.0,2.0
3b70493e7d__S173962726,2.1,2.1
3b70493e7d__S173965700,2.0,2.0
3b70493e7d__S173966937,5.0,5.0
3b73859c5f__S173963100,2.0,2.0
3b73859c5f__S173966135,3.0,3.0
3b73859c5f__S173966583,2.0,2.0
3b86a3f166__S173963874,2.0,2.0
3b86a3f166__S173967485,2.0,2.0
3b86a3f166__S173970748,2.0,2.0
3b898b043f__S173968282,3.0,3.0
3b898b043f__S173968900,2.5,2.5
3b898b043f__S173969230,2.3,2.3
3b8a3de3ae__S173964702,2.0,2.0
3b8a3de3ae__S173965024,3.1,3.1
3b8a3de3ae__S173970108,3.0,3.0
3b9b09263b__S173969020,3.0,3.0
3b9b09263b__S173970537,3.0,3.0
3b9b09263b__S173970701,2.8,2.8
3ba5fab075__S173962007,3.0,3.0
3ba5fab075__S173965730,5.0,5.0
3ba5fab075__S173969439,3.0,3.0
3be572858c__S173961258,2.0,2.0
3be572858c__S173961827,3.0,3.0
3be572858c__S173962705,4.1,4.1
3bf54e3e37__S173965766,5.0,5.0
3bf54e3e37__S173966711,2.0,2.0
3bf54e3e37__S173970941,2.0,2.0
3c14c2d096__S173963298,3.0,3.0
3c14c2d096__S173965945,2.0,2.0
3c14c2d096__S173969025,3.1,3.1
3c22525a5e__S173961261,2.7,2.7
3c22525a5e__S173962636,3.0,3.0
3c22525a5e__S173963066,2.0,2.0
3c33b1fd53__S173968783,4.0,4.0
3c33b1fd53__S173969025,2.6,2.6
3c404f6eb6__S173965643,1.0,1.0
3c404f6eb6__S173969939,2.0,2.0
3c69650a32__S173960708,3.0,3.0
3c69650a32__S173966401,2.0,2.0
3c69650a32__S173969367,3.7,3.7
3c7a225017__S173963955,2.7,2.7
3c7a225017__S173965825,3.0,3.0
3c7a225017__S173970958,2.5,2.5
